1.348290281500041310e+01,1.677872263968824385e+01,4.125168168342580266e+00,1.734888296694555976e+01,8.156401295763588966e-01,1.172452337251155274e+00,8.643022783309696200e-01,1.195131287386808960e+00,6.962419256502454523e-01,6.078492675777553700e-01,6.709625392917331066e-01,6.049582000673012772e-01,6.955719045750011209e-02,6.251216988200630764e-02,6.758089447521982429e-02,6.245986639422375364e-02,9.975810281015496939e-01,9.969891245541303570e-01,9.992600479232666144e-01,9.968868123915441970e-01,4.838202744340944564e-03,3.907771383356815897e-03,4.567177298070796733e-03,3.901234909984281456e-03
2.480039514251871413e+00,4.340232879202376992e+00,2.226843646583406500e+00,4.405333045762403366e+00,7.198608623063768031e-01,1.026662180355101706e+00,7.530315205014528335e-01,1.032219897350891813e+00,6.902577408200245568e-01,5.961202916483204772e-01,6.788314648400962659e-01,5.957402523401910122e-01,5.475353619384354387e-02,4.757751199434438749e-02,5.469746653385820084e-02,4.764748967222484644e-02,9.991074024491236605e-01,9.984359398690749732e-01,9.991975482541742837e-01,9.984124804248318830e-01,2.997949725730534882e-03,2.263619647571984018e-03,2.991812845222538170e-03,2.270283272064773598e-03
1.890270570877937075e+02,2.198537574534224746e+02,1.332126268957772481e+02,2.341044151944699365e+02,5.861779140165484847e+00,6.518989280831137378e+00,4.758760396281117799e+00,6.620620325442632570e+00,5.767513631908758320e-01,5.552297543654680645e-01,5.977067492999558196e-01,5.576093469538841996e-01,4.957902962089599241e-01,4.909826231119802653e-01,4.944113193101460912e-01,4.912845132736229359e-01,9.712168343810154703e-01,9.665448050629662502e-01,9.797156375308143650e-01,9.643762793200892913e-01,2.458080178149682216e-01,2.410639361979208806e-01,2.444425526619992128e-01,2.413604729825006012e-01
1.238700158296862952e+01,2.581438555472178464e+01,1.805014351320334853e+01,2.633161791549252939e+01,1.639826227686395743e+00,2.023893284766778766e+00,1.586133344267686596e+00,2.012098987238980285e+00,4.939967949406009473e-01,4.489083920866523414e-01,5.074880182057839306e-01,4.495534509768456255e-01,8.230411694632058794e-02,8.049012082021192449e-02,8.246761982614056463e-02,8.047902745287222048e-02,9.964712902626303714e-01,9.926374774665144285e-01,9.948559789086146576e-01,9.924899579477748368e-01,6.773967666313616791e-03,6.478659549652313575e-03,6.800908319788852123e-03,6.476873859760159946e-03
1.675042510921161920e+01,3.206235506164961180e+01,1.997210767468474302e+01,3.327703028494054394e+01,2.757123799817964738e+00,3.772834247927923990e+00,2.857353951889994192e+00,3.808865060960323845e+00,3.553971621321507790e-01,2.865604102876725956e-01,3.628051359920758667e-01,2.857226047149299952e-01,2.707781613792880487e-02,2.367812849395041497e-02,2.793068970268258733e-02,2.356714194712749774e-02,9.961307740077365303e-01,9.925881490055773471e-01,9.953740363791738766e-01,9.923073345443692572e-01,7.332081267994776603e-04,5.606537689760265593e-04,7.801234272675390286e-04,5.554101795560564348e-04
1.822865386686422440e+01,2.938247020306301494e+01,1.421857651277482759e+01,2.970501852667621279e+01,1.928719082434844800e+00,2.726134739982957189e+00,1.947046706070840072e+00,2.768374655152676223e+00,4.860418640657398481e-01,3.975365140413995579e-01,5.000313106022703513e-01,3.943366443048501035e-01,3.620513981336661441e-02,3.207828353118244435e-02,3.755837027678831513e-02,3.205240599312820376e-02,9.972797330932074988e-01,9.956069299609500156e-01,9.978798832806204944e-01,9.955587024341591151e-01,1.310812148905424407e-03,1.029016274306930904e-03,1.410631177848336183e-03,1.027356729948320641e-03
1.053058355384092648e+00,2.046832889136438460e+00,1.103246795744508901e+00,1.949718908880556434e+00,6.230811804391326314e-01,9.303479369201302918e-01,6.173505293495463730e-01,9.044003180592378177e-01,7.277172548967461019e-01,6.309127728657507594e-01,7.349965648671784590e-01,6.384947613688342072e-01,5.552311195658145293e-02,4.754055540657245449e-02,5.698367952937628128e-02,4.807673168012543963e-02,9.995530572410673553e-01,9.991305203306071192e-01,9.995312804588126765e-01,9.991717728907865137e-01,3.082815961343078528e-03,2.260104408365385537e-03,3.247139732706657081e-03,2.311372129042776804e-03
7.193818382759579322e+01,1.209439310450859324e+02,5.921008661466266432e+01,1.116458057564926207e+02,3.418002087554632862e+00,4.723669385870056914e+00,3.315670495730989931e+00,4.628031399106916410e+00,3.420402462259901077e-01,2.687495612625451780e-01,3.496248541565471490e-01,2.675330551508309784e-01,2.268870422018242489e-02,1.942123207768698886e-02,2.304322832509634808e-02,1.947694159966586666e-02,9.839226085814186673e-01,9.729062762814157939e-01,9.867421219964498391e-01,9.749888861434383713e-01,5.147772991909237801e-04,3.771842554153781099e-04,5.309903716425227018e-04,3.793512540767947534e-04
5.410863397334418323e+01,1.021717924192702327e+02,5.384940691393429546e+01,8.916940735017280417e+01,3.017634829399778340e+00,4.367723699860915687e+00,3.231643083925197946e+00,4.235171491985967762e+00,3.609636247138165444e-01,2.764865265143539030e-01,3.469172755554140175e-01,2.758129888652937622e-01,2.496903804384734138e-02,2.093558711006468509e-02,2.430028493141633134e-02,2.110212910103903203e-02,9.868490622452068539e-01,9.750955855296769004e-01,9.868750021434946618e-01,9.782648310472050746e-01,6.234528608350959483e-04,4.382988076431066325e-04,5.905038477480196047e-04,4.452998525969184334e-04
5.870609279133626046e+01,9.623281662391588043e+01,4.557628019682239540e+01,8.815901515433057511e+01,3.078197309804744819e+00,4.181244811221300317e+00,2.964357243528100039e+00,4.053108310719480301e+00,3.463910317806345729e-01,2.756190005201320514e-01,3.587722436496154077e-01,2.801271258157062016e-01,2.400396400489446247e-02,2.064081719735097464e-02,2.468783191723519441e-02,2.089640082189987008e-02,9.861659306641343825e-01,9.772886752259686283e-01,9.892329308700728019e-01,9.791940712106013134e-01,5.761902879482690403e-04,4.260433345744597984e-04,6.094890447736567383e-04,4.366595673094975506e-04
