3.049374662758496779e+00,7.315770222733051220e+00,1.084099493898481725e+01,1.215776617968542261e+01,2.381565427602049922e+01,-1.598078217445142180e+01,-2.379995296535765092e+01
2.938775307284648974e+00,9.753103058309166684e+00,1.083620839842458849e+01,1.123947227152039829e+01,2.232625630807427086e+01,-1.653306802451916724e+01,-2.262485375285356071e+01
2.806445551386184789e+00,7.665821997128522192e+00,9.494100043031014735e+00,9.879882579992141700e+00,-1.957548587281185704e+01,-1.373632084169323875e+01,2.027199126972345766e+01
2.835456096127388914e+00,7.701081637930094814e+00,1.143771130533778901e+01,1.130723543953631882e+01,2.275218060592051472e+01,1.525082589033073965e+01,-2.295323049901560353e+01
2.958934062998926695e+00,7.699854081754584634e+00,1.377611299576874337e+01,1.109919078654520419e+01,2.393096955183382590e+01,-1.496446304257349169e+01,-2.357543699958268490e+01
2.915271025912824054e+00,7.787752533573152114e+00,1.149339356593613282e+01,1.102593614693026147e+01,-2.238773963843655324e+01,-1.496604877528093702e+01,-2.249845435985180586e+01
2.751661395398216303e+00,8.639831174472289987e+00,1.055492855457460344e+01,1.045113202551075204e+01,-2.105943329620288651e+01,1.477249703841624040e+01,-2.116189834520383783e+01
2.821179918581829593e+00,7.274172281915971539e+00,1.097405372948242608e+01,1.051377069799474384e+01,2.155847760876067909e+01,-1.445018461496460382e+01,-2.132023076960988917e+01
2.861731144196571819e+00,7.627971265112778454e+00,1.113323600130379809e+01,1.054030079062155600e+01,-2.137757060302458356e+01,-1.488315616860728241e+01,-2.269559771966752137e+01
2.860934459445742650e+00,7.680323507241913816e+00,1.114939363568829478e+01,1.114472749195522816e+01,2.240686074364574765e+01,1.524301001769867980e+01,2.248468049895575405e+01
2.917113875498450692e+00,7.193247783009210750e+00,1.047496075667004867e+01,1.046703702238527889e+01,2.153811072175579611e+01,-1.524877675007289568e+01,2.095218326666844888e+01
2.993088115471072896e+00,8.013234992465546824e+00,1.105370736828576028e+01,1.076891960606128684e+01,2.168024647300001106e+01,1.479228706553312556e+01,2.378539269486632790e+01
2.756359590099029866e+00,8.961783203763557637e+00,1.050636158291116118e+01,1.050941688455897172e+01,-2.111465284215325156e+01,1.501523994481705948e+01,-2.123838065505932349e+01
2.890656496458095415e+00,6.571390910806896635e+00,1.080013249456197677e+01,1.075757284432131478e+01,2.156012701490198324e+01,1.410030125323401329e+01,-2.202915771444308035e+01
2.996110440447124823e+00,8.183593004424553286e+00,1.186867245259857029e+01,1.062011431890655366e+01,-2.187368773459635918e+01,1.473765657838118592e+01,2.255603665847055339e+01
2.948207190867120797e+00,8.322552103566897230e+00,1.085343873090153899e+01,1.078576600693591203e+01,-2.172270323279574811e+01,1.496016211740195700e+01,2.179506410541870309e+01
3.062178329065270432e+00,9.290610648275313466e+00,1.144948010288016249e+01,1.170230106025384487e+01,-2.452702016360500181e+01,-1.641865193613316620e+01,2.327888313608624671e+01
2.901126204719393087e+00,7.096735001807265242e+00,1.049787247908863108e+01,1.104277611135589865e+01,2.269077327906945030e+01,-1.494127902257022100e+01,-2.181694854804431927e+01
2.954071394379896187e+00,7.563691697340022557e+00,1.025487330100582106e+01,1.098502369135824885e+01,-2.242609528101921867e+01,1.501500171171892006e+01,2.160997834690062191e+01
2.957957888822659420e+00,8.533442323246271499e+00,1.053266347950099835e+01,1.116110175484110201e+01,-2.200980000839606987e+01,1.543723149459438559e+01,2.304775427693876111e+01
2.970829018933346166e+00,7.023599047189316380e+00,1.164472885500166655e+01,1.184196087571817557e+01,-2.361935827972414614e+01,-1.557409986039376015e+01,-2.400441196480751671e+01
3.011966139788119445e+00,9.551414564292576515e+00,1.120684501093438534e+01,1.131102107643642718e+01,2.257516966958660731e+01,1.690021085308971749e+01,2.338228379880474250e+01
2.968799037027912036e+00,7.865996674328495253e+00,1.059383484237093143e+01,1.049421948633945334e+01,2.107956672111512475e+01,1.445421884329688034e+01,2.141887580647133404e+01
2.957465609048305577e+00,8.655838347804145627e+00,1.137332679359281329e+01,1.120486167326186866e+01,2.251498561177644930e+01,1.553646262882451978e+01,2.301134647294401603e+01
2.910415918710320238e+00,8.585858655891097868e+00,1.222880931711353725e+01,1.067549604565687993e+01,-2.215087658660677761e+01,1.496893604047720139e+01,-2.262453170188838669e+01
2.899737936414716888e+00,7.704574913629880228e+00,1.161310511191552486e+01,1.059254019034743877e+01,2.169580323648754927e+01,1.444813933655845695e+01,-2.304203896553650566e+01
2.996386740857258424e+00,7.836114186986920416e+00,1.252785350632193229e+01,1.160498768390223745e+01,2.414770520796223963e+01,-1.557538800426203629e+01,2.369708780133499459e+01
2.877060862577355049e+00,7.139570730899803763e+00,1.108398316393392058e+01,1.045724785086710362e+01,-2.124455624074328952e+01,-1.403323913854181271e+01,-2.179326782366974413e+01
2.877629208401400351e+00,7.288368378453054852e+00,1.124488041852201903e+01,1.034039106580271827e+01,2.116066929232416527e+01,-1.398794232106038926e+01,-2.159429007305536174e+01
2.855171818605690692e+00,7.051238961258318838e+00,1.024270459970142788e+01,1.081282427241498034e+01,-2.134408461027372894e+01,-1.434751226999157936e+01,2.223893185971524744e+01
2.906297484795889563e+00,7.073697740715122251e+00,1.167534518818883882e+01,1.141734165842144577e+01,-2.299697212567648563e+01,-1.496569915489731173e+01,-2.338735557783184760e+01
2.901687855984663056e+00,7.210895853280981704e+00,1.084338510693049784e+01,1.081176576121323230e+01,-2.167023409347872942e+01,-1.442794227063389911e+01,-2.207805237973509449e+01
